"participant_id","comments","stimulus_id","n","utterance","response"
"participant25","","S10-203",3.1,"C > A",0.32258064516129
"participant25","","S59-1007",1,"A",0
"participant25","","S59-1007",1,"C",0
"participant25","","S59-1007",1,"A > C",1
"participant25","","S59-1007",1,"C > A",0
"participant25","","S32-806",0.68,"A",0.0882352941176471
"participant25","","S32-806",0.68,"C",0.676470588235294
"participant25","","S32-806",0.68,"A > C",0.102941176470588
"participant25","","S32-806",0.68,"C > A",0.132352941176471
"participant25","","S20-468",4,"A",0.25
"participant25","","S20-468",4,"C",0.25
"participant25","","S20-468",4,"A > C",0.25
"participant25","","S20-468",4,"C > A",0.25
"participant25","","S57-1007",2.01,"A",0.00497512437810945
"participant25","","S57-1007",2.01,"C",0.497512437810945
"participant25","","S57-1007",2.01,"A > C",0
"participant25","","S57-1007",2.01,"C > A",0.497512437810945
"participant25","","S89-1642-dep",2.83,"A",0.0530035335689046
"participant25","","S89-1642-dep",2.83,"C",0.240282685512368
"participant25","","S89-1642-dep",2.83,"A > C",0.353356890459364
"participant25","","S89-1642-dep",2.83,"C > A",0.353356890459364
"participant25","","S1-121",4,"A",0.25
"participant25","","S1-121",4,"C",0.25
"participant25","","S1-121",4,"A > C",0.25
"participant25","","S1-121",4,"C > A",0.25
"participant25","","S22-468",4,"A",0.25
"participant25","","S22-468",4,"C",0.25
"participant25","","S22-468",4,"A > C",0.25
"participant25","","S22-468",4,"C > A",0.25
"participant25","","S12-203",2,"A",0.5
"participant25","","S12-203",2,"C",0
"participant25","","S12-203",2,"A > C",0
"participant25","","S12-203",2,"C > A",0.5
"participant25","","S97-1674",2,"A",0
"participant25","","S97-1674",2,"C",0
"participant25","","S97-1674",2,"A > C",0.5
"participant25","","S97-1674",2,"C > A",0.5
"participant25","","S93-1674",1.23,"A",0
"participant25","","S93-1674",1.23,"C",0.51219512195122
"participant25","","S93-1674",1.23,"A > C",0.48780487804878
"participant25","","S93-1674",1.23,"C > A",0
"participant25","","S8-202",2,"A",0.5
"participant25","","S8-202",2,"C",0
"participant25","","S8-202",2,"A > C",0
"participant25","","S8-202",2,"C > A",0.5
"participant25","","S30-805-dep",1,"A",0
"participant25","","S30-805-dep",1,"C",0
"participant25","","S30-805-dep",1,"A > C",0
"participant25","","S30-805-dep",1,"C > A",1
"participant25","","S42-806",2,"A",0
"participant25","","S42-806",2,"C",0
"participant25","","S42-806",2,"A > C",0.5
"participant25","","S42-806",2,"C > A",0.5
"participant25","","S89-1642",4,"A",0.25
"participant25","","S89-1642",4,"C",0.25
"participant25","","S89-1642",4,"A > C",0.25
"participant25","","S89-1642",4,"C > A",0.25
"participant25","","S83-1609",4,"A",0.25
"participant25","","S83-1609",4,"C",0.25
"participant25","","S83-1609",4,"A > C",0.25
"participant25","","S83-1609",4,"C > A",0.25
"participant25","","S55-1006",2,"A",0
"participant25","","S55-1006",2,"C",0.5
"participant25","","S55-1006",2,"A > C",0.5
"participant25","","S55-1006",2,"C > A",0
"participant25","","S63-1039",0.86,"A",0
"participant25","","S63-1039",0.86,"C",0.755813953488372
"participant25","","S63-1039",0.86,"A > C",0.244186046511628
"participant25","","S63-1039",0.86,"C > A",0
"participant25","","S7-130",4,"A",0.25
"participant25","","S7-130",4,"C",0.25
"participant25","","S7-130",4,"A > C",0.25
"participant25","","S7-130",4,"C > A",0.25
"participant25","","S30-805",2,"A",0
"participant25","","S30-805",2,"C",0
"participant25","","S30-805",2,"A > C",0.5
"participant25","","S30-805",2,"C > A",0.5
"participant25","","S54-806",1,"A",0
"participant25","","S54-806",1,"C",0
"participant25","","S54-806",1,"A > C",1
"participant25","","S54-806",1,"C > A",0
"participant25","","S15-443",4,"A",0.25
"participant25","","S15-443",4,"C",0.25
"participant25","","S15-443",4,"A > C",0.25
"participant25","","S15-443",4,"C > A",0.25
"participant25","","S44-806",1,"A",0
"participant25","","S44-806",1,"C",0
"participant25","","S44-806",1,"A > C",0
"participant25","","S44-806",1,"C > A",1
"participant26","","S44-806",2.23,"A",0.439461883408072
"participant26","","S44-806",2.23,"C",0.0717488789237668
"participant26","","S44-806",2.23,"A > C",0.0986547085201794
"participant26","","S44-806",2.23,"C > A",0.390134529147982
"participant26","","S89-1642-dep",1.96,"A",0.397959183673469
"participant26","","S89-1642-dep",1.96,"C",0.397959183673469
"participant26","","S89-1642-dep",1.96,"A > C",0.102040816326531
"participant26","","S89-1642-dep",1.96,"C > A",0.102040816326531
"participant26","","S42-806",3.67,"A",0.247956403269755
"participant26","","S42-806",3.67,"C",0.26158038147139
"participant26","","S42-806",3.67,"A > C",0.231607629427793
"participant26","","S42-806",3.67,"C > A",0.258855585831063
"participant26","","S1-121",1.82,"A",0.450549450549451
"participant26","","S1-121",1.82,"C",0.478021978021978
"participant26","","S1-121",1.82,"A > C",0.0274725274725275
"participant26","","S1-121",1.82,"C > A",0.043956043956044
"participant26","","S54-806",2.59,"A",0.277992277992278
"participant26","","S54-806",2.59,"C",0.28957528957529
"participant26","","S54-806",2.59,"A > C",0.359073359073359
"participant26","","S54-806",2.59,"C > A",0.0733590733590734
"participant26","","S57-1007",1.3,"A",0.361538461538462
"participant26","","S57-1007",1.3,"C",0.638461538461539
"participant26","","S57-1007",1.3,"A > C",0
"participant26","","S57-1007",1.3,"C > A",0
"participant26","","S15-443",1.88,"A",0.5
"participant26","","S15-443",1.88,"C",0.441489361702128
"participant26","","S15-443",1.88,"A > C",0.0106382978723404
"participant26","","S15-443",1.88,"C > A",0.0478723404255319
"participant26","","S55-1006",2.68,"A",0.32089552238806
"participant26","","S55-1006",2.68,"C",0.354477611940298
"participant26","","S55-1006",2.68,"A > C",0.294776119402985
"participant26","","S55-1006",2.68,"C > A",0.0298507462686567
"participant26","","S97-1674",3.23,"A",0.309597523219814
"participant26","","S97-1674",3.23,"C",0.306501547987616
"participant26","","S97-1674",3.23,"A > C",0.18266253869969
"participant26","","S97-1674",3.23,"C > A",0.201238390092879
"participant26","","S34-806",2.43,"A",0.288065843621399
"participant26","","S34-806",2.43,"C",0.263374485596708
"participant26","","S34-806",2.43,"A > C",0.037037037037037
"participant26","","S34-806",2.43,"C > A",0.411522633744856
"participant26","","S30-805",1.83,"A",0.508196721311475
"participant26","","S30-805",1.83,"C",0.480874316939891
"participant26","","S30-805",1.83,"A > C",0.00546448087431694
"participant26","","S30-805",1.83,"C > A",0.00546448087431694
"participant26","","S63-1039",1.41,"A",0.212765957446809
"participant26","","S63-1039",1.41,"C",0.333333333333333
"participant26","","S63-1039",1.41,"A > C",0.184397163120567
"participant26","","S63-1039",1.41,"C > A",0.269503546099291
"participant26","","S89-1642",2.01,"A",0.497512437810945
"participant26","","S89-1642",2.01,"C",0.497512437810945
"participant26","","S89-1642",2.01,"A > C",0
"participant26","","S89-1642",2.01,"C > A",0.00497512437810945
"participant26","","S10-203",2.32,"A",0.431034482758621
"participant26","","S10-203",2.32,"C",0.426724137931035
"participant26","","S10-203",2.32,"A > C",0.137931034482759
"participant26","","S10-203",2.32,"C > A",0.00431034482758621
"participant26","","S83-1609",2.11,"A",0.459715639810427
"participant26","","S83-1609",2.11,"C",0.469194312796209
"participant26","","S83-1609",2.11,"A > C",0.033175355450237
"participant26","","S83-1609",2.11,"C > A",0.037914691943128
"participant26","","S93-1674",2.66,"A",0.37218045112782
"participant26","","S93-1674",2.66,"C",0.304511278195489
"participant26","","S93-1674",2.66,"A > C",0
"participant26","","S93-1674",2.66,"C > A",0.323308270676692
"participant26","","S22-468",1.98,"A",0.494949494949495
"participant26","","S22-468",1.98,"C",0.494949494949495
"participant26","","S22-468",1.98,"A > C",0.00505050505050505
"participant26","","S22-468",1.98,"C > A",0.00505050505050505
"participant26","","S30-805-dep",1.58,"A",0.487341772151899
"participant26","","S30-805-dep",1.58,"C",0.00632911392405063
"participant26","","S30-805-dep",1.58,"A > C",0
"participant26","","S30-805-dep",1.58,"C > A",0.506329113924051
"participant26","","S8-202",0.88,"A",0.761363636363636
"participant26","","S8-202",0.88,"C",0.215909090909091
"participant26","","S8-202",0.88,"A > C",0.0113636363636364
"participant26","","S8-202",0.88,"C > A",0.0113636363636364
"participant26","","S12-203",2.59,"A",0.33976833976834
"participant26","","S12-203",2.59,"C",0.332046332046332
"participant26","","S12-203",2.59,"A > C",0.0115830115830116
"participant26","","S12-203",2.59,"C > A",0.316602316602317
"participant26","","S32-806",2.4,"A",0.4125
"participant26","","S32-806",2.4,"C",0.4125
"participant26","","S32-806",2.4,"A > C",0.0916666666666667
"participant26","","S32-806",2.4,"C > A",0.0833333333333333
"participant26","","S7-130",2.33,"A",0.429184549356223
"participant26","","S7-130",2.33,"C",0.429184549356223
"participant26","","S7-130",2.33,"A > C",0.0729613733905579
"participant26","","S7-130",2.33,"C > A",0.0686695278969957
"participant26","","S59-1007",3.85,"A",0.257142857142857
"participant26","","S59-1007",3.85,"C",0.25974025974026
"participant26","","S59-1007",3.85,"A > C",0.225974025974026
"participant26","","S59-1007",3.85,"C > A",0.257142857142857
"participant26","","S20-468",2.4,"A",0.416666666666667
"participant26","","S20-468",2.4,"C",0.416666666666667
"participant26","","S20-468",2.4,"A > C",0.0916666666666667
"participant26","","S20-468",2.4,"C > A",0.075
"participant26","","S7-130-dep",2.28,"A",0.43859649122807
"participant26","","S7-130-dep",2.28,"C",0.43859649122807
"participant26","","S7-130-dep",2.28,"A > C",0.0614035087719298
"participant26","","S7-130-dep",2.28,"C > A",0.0614035087719298
"participant27","","S54-806",2.06,"A",0.0533980582524272
"participant27","","S54-806",2.06,"C",0.106796116504854
"participant27","","S54-806",2.06,"A > C",0.432038834951456
"participant27","","S54-806",2.06,"C > A",0.407766990291262
"participant27","","S89-1642-dep",2.65,"A",0.19622641509434
"participant27","","S89-1642-dep",2.65,"C",0.215094339622641
"participant27","","S89-1642-dep",2.65,"A > C",0.29811320754717
"participant27","","S89-1642-dep",2.65,"C > A",0.290566037735849
"participant27","","S20-468",3.15,"A",0.301587301587302
"participant27","","S20-468",3.15,"C",0.273015873015873
"participant27","","S20-468",3.15,"A > C",0.193650793650794
"participant27","","S20-468",3.15,"C > A",0.231746031746032
"participant27","","S7-130-dep",2.21,"A",0.248868778280543
"participant27","","S7-130-dep",2.21,"C",0.253393665158371
"participant27","","S7-130-dep",2.21,"A > C",0.248868778280543
"participant27","","S7-130-dep",2.21,"C > A",0.248868778280543
"participant27","","S57-1007",2.87,"A",0.21602787456446
"participant27","","S57-1007",2.87,"C",0.303135888501742
"participant27","","S57-1007",2.87,"A > C",0.310104529616725
"participant27","","S57-1007",2.87,"C > A",0.170731707317073
"participant27","","S7-130",3.06,"A",0.294117647058824
"participant27","","S7-130",3.06,"C",0.281045751633987
"participant27","","S7-130",3.06,"A > C",0.140522875816993
"participant27","","S7-130",3.06,"C > A",0.284313725490196
"participant27","","S55-1006",2.52,"A",0.238095238095238
"participant27","","S55-1006",2.52,"C",0.293650793650794
"participant27","","S55-1006",2.52,"A > C",0.234126984126984
"participant27","","S55-1006",2.52,"C > A",0.234126984126984
"participant27","","S1-121",3.78,"A",0.251322751322751
"participant27","","S1-121",3.78,"C",0.259259259259259
"participant27","","S1-121",3.78,"A > C",0.246031746031746
"participant27","","S1-121",3.78,"C > A",0.243386243386243
"participant27","","S89-1642",2.71,"A",0.306273062730627
"participant27","","S89-1642",2.71,"C",0.346863468634686
"participant27","","S89-1642",2.71,"A > C",0.177121771217712
"participant27","","S89-1642",2.71,"C > A",0.169741697416974
"participant27","","S30-805-dep",2.64,"A",0.246212121212121
"participant27","","S30-805-dep",2.64,"C",0.170454545454545
"participant27","","S30-805-dep",2.64,"A > C",0.227272727272727
"participant27","","S30-805-dep",2.64,"C > A",0.356060606060606
"participant27","","S34-806",2.04,"A",0.191176470588235
"participant27","","S34-806",2.04,"C",0.308823529411765
"participant27","","S34-806",2.04,"A > C",0.161764705882353
"participant27","","S34-806",2.04,"C > A",0.338235294117647
"participant27","","S15-443",3.54,"A",0.279661016949153
"participant27","","S15-443",3.54,"C",0.228813559322034
"participant27","","S15-443",3.54,"A > C",0.220338983050847
"participant27","","S15-443",3.54,"C > A",0.271186440677966
"participant27","","S10-203",2.74,"A",0.354014598540146
"participant27","","S10-203",2.74,"C",0.156934306569343
"participant27","","S10-203",2.74,"A > C",0.14963503649635
"participant27","","S10-203",2.74,"C > A",0.339416058394161
"participant27","","S12-203",3.52,"A",0.269886363636364
"participant27","","S12-203",3.52,"C",0.193181818181818
"participant27","","S12-203",3.52,"A > C",0.272727272727273
"participant27","","S12-203",3.52,"C > A",0.264204545454545
"participant27","","S44-806",2.58,"A",0.228682170542636
"participant27","","S44-806",2.58,"C",0.13953488372093
"participant27","","S44-806",2.58,"A > C",0.25968992248062
"participant27","","S44-806",2.58,"C > A",0.372093023255814
"participant27","","S63-1039",1.85,"A",0.205405405405405
"participant27","","S63-1039",1.85,"C",0.189189189189189
"participant27","","S63-1039",1.85,"A > C",0.432432432432432
"participant27","","S63-1039",1.85,"C > A",0.172972972972973
"participant27","","S42-806",2.88,"A",0.163194444444444
"participant27","","S42-806",2.88,"C",0.170138888888889
"participant27","","S42-806",2.88,"A > C",0.340277777777778
"participant27","","S42-806",2.88,"C > A",0.326388888888889
"participant27","","S30-805",1.97,"A",0.218274111675127
"participant27","","S30-805",1.97,"C",0.238578680203046
"participant27","","S30-805",1.97,"A > C",0.274111675126904
"participant27","","S30-805",1.97,"C > A",0.269035532994924
"participant27","","S83-1609",3.34,"A",0.230538922155689
"participant27","","S83-1609",3.34,"C",0.230538922155689
"participant27","","S83-1609",3.34,"A > C",0.272455089820359
"participant27","","S83-1609",3.34,"C > A",0.266467065868263
"participant27","","S59-1007",2.75,"A",0.163636363636364
"participant27","","S59-1007",2.75,"C",0.276363636363636
"participant27","","S59-1007",2.75,"A > C",0.36
"participant27","","S59-1007",2.75,"C > A",0.2
"participant27","","S8-202",1.43,"A",0.538461538461538
"participant27","","S8-202",1.43,"C",0.27972027972028
"participant27","","S8-202",1.43,"A > C",0.0909090909090909
"participant27","","S8-202",1.43,"C > A",0.0909090909090909
"participant27","","S97-1674",3.44,"A",0.276162790697674
"participant27","","S97-1674",3.44,"C",0.22093023255814
"participant27","","S97-1674",3.44,"A > C",0.229651162790698
"participant27","","S97-1674",3.44,"C > A",0.273255813953488
"participant27","","S93-1674",1.82,"A",0.252747252747253
"participant27","","S93-1674",1.82,"C",0.247252747252747
"participant27","","S93-1674",1.82,"A > C",0.175824175824176
"participant27","","S93-1674",1.82,"C > A",0.324175824175824
"participant27","","S22-468",3.05,"A",0.291803278688525
"participant27","","S22-468",3.05,"C",0.226229508196721
"participant27","","S22-468",3.05,"A > C",0.216393442622951
"participant27","","S22-468",3.05,"C > A",0.265573770491803
"participant27","","S32-806",2.09,"A",0.220095693779904
"participant27","","S32-806",2.09,"C",0.291866028708134
"participant27","","S32-806",2.09,"A > C",0.229665071770335
"participant27","","S32-806",2.09,"C > A",0.258373205741627
"participant28","","S7-130-dep",3.02,"A",0.221854304635762
"participant28","","S7-130-dep",3.02,"C",0.291390728476821
"participant28","","S7-130-dep",3.02,"A > C",0.281456953642384
"participant28","","S7-130-dep",3.02,"C > A",0.205298013245033
"participant28","","S34-806",2.9,"A",0.244827586206897
"participant28","","S34-806",2.9,"C",0.282758620689655
"participant28","","S34-806",2.9,"A > C",0.244827586206897
"participant28","","S34-806",2.9,"C > A",0.227586206896552
"participant28","","S32-806",2.56,"A",0.109375
"participant28","","S32-806",2.56,"C",0.28515625
"participant28","","S32-806",2.56,"A > C",0.3203125
"participant28","","S32-806",2.56,"C > A",0.28515625
"participant28","","S59-1007",2,"A",0.32
"participant28","","S59-1007",2,"C",0.17
"participant28","","S59-1007",2,"A > C",0.175
"participant28","","S59-1007",2,"C > A",0.335
"participant28","","S1-121",3.33,"A",0.222222222222222
"participant28","","S1-121",3.33,"C",0.255255255255255
"participant28","","S1-121",3.33,"A > C",0.234234234234234
"participant28","","S1-121",3.33,"C > A",0.288288288288288
"participant28","","S10-203",2.91,"A",0.223367697594502
"participant28","","S10-203",2.91,"C",0.29553264604811
"participant28","","S10-203",2.91,"A > C",0.237113402061856
"participant28","","S10-203",2.91,"C > A",0.243986254295533
"participant28","","S89-1642",3.06,"A",0.205882352941176
"participant28","","S89-1642",3.06,"C",0.290849673202614
"participant28","","S89-1642",3.06,"A > C",0.284313725490196
"participant28","","S89-1642",3.06,"C > A",0.218954248366013
"participant28","","S57-1007",2.71,"A",0.250922509225092
"participant28","","S57-1007",2.71,"C",0.302583025830258
"participant28","","S57-1007",2.71,"A > C",0.298892988929889
"participant28","","S57-1007",2.71,"C > A",0.14760147601476
"participant28","","S97-1674",2.88,"A",0.243055555555556
"participant28","","S97-1674",2.88,"C",0.232638888888889
"participant28","","S97-1674",2.88,"A > C",0.243055555555556
"participant28","","S97-1674",2.88,"C > A",0.28125
"participant28","","S20-468",3.35,"A",0.229850746268657
"participant28","","S20-468",3.35,"C",0.280597014925373
"participant28","","S20-468",3.35,"A > C",0.298507462686567
"participant28","","S20-468",3.35,"C > A",0.191044776119403
"participant28","","S89-1642-dep",2.86,"A",0.20979020979021
"participant28","","S89-1642-dep",2.86,"C",0.283216783216783
"participant28","","S89-1642-dep",2.86,"A > C",0.286713286713287
"participant28","","S89-1642-dep",2.86,"C > A",0.22027972027972
"participant28","","S83-1609",2.57,"A",0.233463035019455
"participant28","","S83-1609",2.57,"C",0.245136186770428
"participant28","","S83-1609",2.57,"A > C",0.295719844357977
"participant28","","S83-1609",2.57,"C > A",0.22568093385214
"participant28","","S22-468",3.35,"A",0.22089552238806
"participant28","","S22-468",3.35,"C",0.229850746268657
"participant28","","S22-468",3.35,"A > C",0.298507462686567
"participant28","","S22-468",3.35,"C > A",0.250746268656716
"participant28","","S30-805-dep",1.46,"A",0.452054794520548
"participant28","","S30-805-dep",1.46,"C",0.136986301369863
"participant28","","S30-805-dep",1.46,"A > C",0.184931506849315
"participant28","","S30-805-dep",1.46,"C > A",0.226027397260274
"participant28","","S44-806",2.23,"A",0.295964125560538
"participant28","","S44-806",2.23,"C",0.273542600896861
"participant28","","S44-806",2.23,"A > C",0.152466367713005
"participant28","","S44-806",2.23,"C > A",0.278026905829596
"participant28","","S12-203",2.8,"A",0.253571428571429
"participant28","","S12-203",2.8,"C",0.221428571428571
"participant28","","S12-203",2.8,"A > C",0.246428571428571
"participant28","","S12-203",2.8,"C > A",0.278571428571429
"participant28","","S93-1674",2.48,"A",0.225806451612903
"participant28","","S93-1674",2.48,"C",0.318548387096774
"participant28","","S93-1674",2.48,"A > C",0.306451612903226
"participant28","","S93-1674",2.48,"C > A",0.149193548387097
"participant28","","S30-805",2.38,"A",0.23109243697479
"participant28","","S30-805",2.38,"C",0.264705882352941
"participant28","","S30-805",2.38,"A > C",0.26890756302521
"participant28","","S30-805",2.38,"C > A",0.235294117647059
"participant28","","S7-130",3.26,"A",0.245398773006135
"participant28","","S7-130",3.26,"C",0.223926380368098
"participant28","","S7-130",3.26,"A > C",0.273006134969325
"participant28","","S7-130",3.26,"C > A",0.257668711656442
"participant28","","S55-1006",3.16,"A",0.29746835443038
"participant28","","S55-1006",3.16,"C",0.199367088607595
"participant28","","S55-1006",3.16,"A > C",0.212025316455696
"participant28","","S55-1006",3.16,"C > A",0.291139240506329
"participant28","","S15-443",3.07,"A",0.244299674267101
"participant28","","S15-443",3.07,"C",0.208469055374593
"participant28","","S15-443",3.07,"A > C",0.286644951140065
"participant28","","S15-443",3.07,"C > A",0.260586319218241
"participant28","","S8-202",2.39,"A",0.255230125523013
"participant28","","S8-202",2.39,"C",0.221757322175732
"participant28","","S8-202",2.39,"A > C",0.221757322175732
"participant28","","S8-202",2.39,"C > A",0.301255230125523
"participant28","","S54-806",1.66,"A",0.355421686746988
"participant28","","S54-806",1.66,"C",0.0783132530120482
"participant28","","S54-806",1.66,"A > C",0.367469879518072
"participant28","","S54-806",1.66,"C > A",0.198795180722892
"participant28","","S63-1039",1.82,"A",0.236263736263736
"participant28","","S63-1039",1.82,"C",0.379120879120879
"participant28","","S63-1039",1.82,"A > C",0.181318681318681
"participant28","","S63-1039",1.82,"C > A",0.203296703296703
"participant28","","S42-806",2.73,"A",0.238095238095238
"participant28","","S42-806",2.73,"C",0.238095238095238
"participant28","","S42-806",2.73,"A > C",0.271062271062271
"participant28","","S42-806",2.73,"C > A",0.252747252747253
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S89-1642-dep",3.01,"A",0.176079734219269
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S89-1642-dep",3.01,"C",0.159468438538206
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S89-1642-dep",3.01,"A > C",0.332225913621262
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S89-1642-dep",3.01,"C > A",0.332225913621262
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S83-1609",3.66,"A",0.243169398907104
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S83-1609",3.66,"C",0.210382513661202
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S83-1609",3.66,"A > C",0.273224043715847
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S83-1609",3.66,"C > A",0.273224043715847
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S55-1006",1.39,"A",0.151079136690647
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S55-1006",1.39,"C",0.381294964028777
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S55-1006",1.39,"A > C",0.158273381294964
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S55-1006",1.39,"C > A",0.309352517985611
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S1-121",4,"A",0.25
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S1-121",4,"C",0.25
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S1-121",4,"A > C",0.25
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S1-121",4,"C > A",0.25
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S22-468",3.75,"A",0.256
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S22-468",3.75,"C",0.229333333333333
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S22-468",3.75,"A > C",0.248
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S22-468",3.75,"C > A",0.266666666666667
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S7-130-dep",3.11,"A",0.0578778135048231
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S7-130-dep",3.11,"C",0.29903536977492
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S7-130-dep",3.11,"A > C",0.321543408360129
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S7-130-dep",3.11,"C > A",0.321543408360129
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S7-130",3.88,"A",0.257731958762887
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S7-130",3.88,"C",0.257731958762887
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S7-130",3.88,"A > C",0.25
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S7-130",3.88,"C > A",0.234536082474227
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S8-202",1.64,"A",0.554878048780488
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S8-202",1.64,"C",0.445121951219512
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S8-202",1.64,"A > C",0
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S8-202",1.64,"C > A",0
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S34-806",1.27,"A",0.0551181102362205
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S34-806",1.27,"C",0.409448818897638
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S34-806",1.27,"A > C",0.125984251968504
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S34-806",1.27,"C > A",0.409448818897638
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S89-1642",2.66,"A",0.296992481203008
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S89-1642",2.66,"C",0.270676691729323
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S89-1642",2.66,"A > C",0.206766917293233
"participant29","I found this tough because I didn't know whether the correlations of the 2 blocks were based on \"as a result of\" or \"logically, given that\" So I had to use both, which may have confused my answers somewhat.","S89-1642",2.66,"C > A",0.225563909774436
