"participant_id","comments","stimulus_id","n","utterance","response"
"participant10","","S93-1674",3.53,"A > C",0.26628895184136
"participant10","","S93-1674",3.53,"C > A",0.274787535410765
"participant10","","S15-443",3.76,"A",0.265957446808511
"participant10","","S15-443",3.76,"C",0.236702127659574
"participant10","","S15-443",3.76,"A > C",0.231382978723404
"participant10","","S15-443",3.76,"C > A",0.265957446808511
"participant10","","S32-806",2.52,"A",0.146825396825397
"participant10","","S32-806",2.52,"C",0.162698412698413
"participant10","","S32-806",2.52,"A > C",0.341269841269841
"participant10","","S32-806",2.52,"C > A",0.349206349206349
"participant10","","S42-806",1.68,"A",0
"participant10","","S42-806",1.68,"C",0
"participant10","","S42-806",1.68,"A > C",0.541666666666667
"participant10","","S42-806",1.68,"C > A",0.458333333333333
"participant10","","S30-805",2.78,"A",0.147482014388489
"participant10","","S30-805",2.78,"C",0.147482014388489
"participant10","","S30-805",2.78,"A > C",0.352517985611511
"participant10","","S30-805",2.78,"C > A",0.352517985611511
"participant10","","S89-1642-dep",2.68,"A",0.16044776119403
"participant10","","S89-1642-dep",2.68,"C",0.0932835820895522
"participant10","","S89-1642-dep",2.68,"A > C",0.373134328358209
"participant10","","S89-1642-dep",2.68,"C > A",0.373134328358209
"participant10","","S1-121",4,"A",0.25
"participant10","","S1-121",4,"C",0.25
"participant10","","S1-121",4,"A > C",0.25
"participant10","","S1-121",4,"C > A",0.25
"participant10","","S10-203",2.66,"A",0.37593984962406
"participant10","","S10-203",2.66,"C",0.161654135338346
"participant10","","S10-203",2.66,"A > C",0.0864661654135338
"participant10","","S10-203",2.66,"C > A",0.37593984962406
"participant10","","S7-130",3.97,"A",0.244332493702771
"participant10","","S7-130",3.97,"C",0.251889168765743
"participant10","","S7-130",3.97,"A > C",0.251889168765743
"participant10","","S7-130",3.97,"C > A",0.251889168765743
"participant10","","S97-1674",3.94,"A",0.253807106598985
"participant10","","S97-1674",3.94,"C",0.251269035532995
"participant10","","S97-1674",3.94,"A > C",0.243654822335025
"participant10","","S97-1674",3.94,"C > A",0.251269035532995
"participant10","","S55-1006",3.48,"A",0.218390804597701
"participant10","","S55-1006",3.48,"C",0.261494252873563
"participant10","","S55-1006",3.48,"A > C",0.28735632183908
"participant10","","S55-1006",3.48,"C > A",0.232758620689655
"participant10","","S8-202",2.38,"A",0.420168067226891
"participant10","","S8-202",2.38,"C",0.147058823529412
"participant10","","S8-202",2.38,"A > C",0.0252100840336134
"participant10","","S8-202",2.38,"C > A",0.407563025210084
"participant10","","S34-806",2.4,"A",0.166666666666667
"participant10","","S34-806",2.4,"C",0.2625
"participant10","","S34-806",2.4,"A > C",0.395833333333333
"participant10","","S34-806",2.4,"C > A",0.175
"participant10","","S44-806",2.11,"A",0.28436018957346
"participant10","","S44-806",2.11,"C",0.0900473933649289
"participant10","","S44-806",2.11,"A > C",0.151658767772512
"participant10","","S44-806",2.11,"C > A",0.4739336492891
"participant10","","S59-1007",2.55,"A",0.105882352941176
"participant10","","S59-1007",2.55,"C",0.380392156862745
"participant10","","S59-1007",2.55,"A > C",0.392156862745098
"participant10","","S59-1007",2.55,"C > A",0.12156862745098
"participant11","","S44-806",1.92,"A",0.239583333333333
"participant11","","S44-806",1.92,"C",0.135416666666667
"participant11","","S44-806",1.92,"A > C",0.307291666666667
"participant11","","S44-806",1.92,"C > A",0.317708333333333
"participant11","","S20-468",3.48,"A",0.264367816091954
"participant11","","S20-468",3.48,"C",0.247126436781609
"participant11","","S20-468",3.48,"A > C",0.241379310344828
"participant11","","S20-468",3.48,"C > A",0.247126436781609
"participant11","","S89-1642-dep",2.33,"A",0.210300429184549
"participant11","","S89-1642-dep",2.33,"C",0.253218884120172
"participant11","","S89-1642-dep",2.33,"A > C",0.257510729613734
"participant11","","S89-1642-dep",2.33,"C > A",0.278969957081545
"participant11","","S57-1007",2.07,"A",0.183574879227053
"participant11","","S57-1007",2.07,"C",0.314009661835749
"participant11","","S57-1007",2.07,"A > C",0.260869565217391
"participant11","","S57-1007",2.07,"C > A",0.241545893719807
"participant11","","S7-130-dep",2.87,"A",0.226480836236934
"participant11","","S7-130-dep",2.87,"C",0.285714285714286
"participant11","","S7-130-dep",2.87,"A > C",0.264808362369338
"participant11","","S7-130-dep",2.87,"C > A",0.222996515679443
"participant11","","S55-1006",2.27,"A",0.229074889867841
"participant11","","S55-1006",2.27,"C",0.3215859030837
"participant11","","S55-1006",2.27,"A > C",0.295154185022026
"participant11","","S55-1006",2.27,"C > A",0.154185022026432
"participant11","","S34-806",1.87,"A",0.251336898395722
"participant11","","S34-806",1.87,"C",0.283422459893048
"participant11","","S34-806",1.87,"A > C",0.272727272727273
"participant11","","S34-806",1.87,"C > A",0.192513368983957
"participant11","","S97-1674",1.75,"A",0.228571428571429
"participant11","","S97-1674",1.75,"C",0.194285714285714
"participant11","","S97-1674",1.75,"A > C",0.28
"participant11","","S97-1674",1.75,"C > A",0.297142857142857
"participant11","","S63-1039",2.4,"A",0.216666666666667
"participant11","","S63-1039",2.4,"C",0.270833333333333
"participant11","","S63-1039",2.4,"A > C",0.275
"participant11","","S63-1039",2.4,"C > A",0.2375
"participant11","","S93-1674",3.51,"A",0.250712250712251
"participant11","","S93-1674",3.51,"C",0.216524216524217
"participant11","","S93-1674",3.51,"A > C",0.267806267806268
"participant11","","S93-1674",3.51,"C > A",0.264957264957265
"participant11","","S30-805-dep",0.29,"A",0.413793103448276
"participant11","","S30-805-dep",0.29,"C",0
"participant11","","S30-805-dep",0.29,"A > C",0.344827586206897
"participant11","","S30-805-dep",0.29,"C > A",0.241379310344828
"participant11","","S12-203",3.3,"A",0.272727272727273
"participant11","","S12-203",3.3,"C",0.187878787878788
"participant11","","S12-203",3.3,"A > C",0.275757575757576
"participant11","","S12-203",3.3,"C > A",0.263636363636364
"participant11","","S30-805",0.67,"A",0.164179104477612
"participant11","","S30-805",0.67,"C",0.283582089552239
"participant11","","S30-805",0.67,"A > C",0.223880597014925
"participant11","","S30-805",0.67,"C > A",0.328358208955224
"participant11","","S59-1007",1.04,"A",0.278846153846154
"participant11","","S59-1007",1.04,"C",0.182692307692308
"participant11","","S59-1007",1.04,"A > C",0.298076923076923
"participant11","","S59-1007",1.04,"C > A",0.240384615384615
"participant11","","S32-806",2.38,"A",0.163865546218487
"participant11","","S32-806",2.38,"C",0.277310924369748
"participant11","","S32-806",2.38,"A > C",0.285714285714286
"participant11","","S32-806",2.38,"C > A",0.273109243697479
"participant11","","S22-468",2.13,"A",0.272300469483568
"participant11","","S22-468",2.13,"C",0.206572769953052
"participant11","","S22-468",2.13,"A > C",0.31924882629108
"participant11","","S22-468",2.13,"C > A",0.2018779342723
"participant11","","S54-806",1,"A",0.25
"participant11","","S54-806",1,"C",0.27
"participant11","","S54-806",1,"A > C",0.29
"participant11","","S54-806",1,"C > A",0.19
"participant11","","S83-1609",3.3,"A",0.257575757575758
"participant11","","S83-1609",3.3,"C",0.251515151515152
"participant11","","S83-1609",3.3,"A > C",0.254545454545455
"participant11","","S83-1609",3.3,"C > A",0.236363636363636
"participant11","","S1-121",3.53,"A",0.254957507082153
"participant11","","S1-121",3.53,"C",0.254957507082153
"participant11","","S1-121",3.53,"A > C",0.243626062322946
"participant11","","S1-121",3.53,"C > A",0.246458923512748
"participant11","","S15-443",3.23,"A",0.241486068111455
"participant11","","S15-443",3.23,"C",0.256965944272446
"participant11","","S15-443",3.23,"A > C",0.25077399380805
"participant11","","S15-443",3.23,"C > A",0.25077399380805
"participant11","","S10-203",2.19,"A",0.315068493150685
"participant11","","S10-203",2.19,"C",0.182648401826484
"participant11","","S10-203",2.19,"A > C",0.205479452054795
"participant11","","S10-203",2.19,"C > A",0.296803652968037
"participant11","","S7-130",3.26,"A",0.248466257668712
"participant11","","S7-130",3.26,"C",0.257668711656442
"participant11","","S7-130",3.26,"A > C",0.260736196319018
"participant11","","S7-130",3.26,"C > A",0.233128834355828
"participant11","","S89-1642",1.52,"A",0.25
"participant11","","S89-1642",1.52,"C",0.236842105263158
"participant11","","S89-1642",1.52,"A > C",0.269736842105263
"participant11","","S89-1642",1.52,"C > A",0.243421052631579
"participant11","","S8-202",2.86,"A",0.300699300699301
"participant11","","S8-202",2.86,"C",0.199300699300699
"participant11","","S8-202",2.86,"A > C",0.202797202797203
"participant11","","S8-202",2.86,"C > A",0.297202797202797
"participant11","","S42-806",0.26,"A",0.269230769230769
"participant11","","S42-806",0.26,"C",0.153846153846154
"participant11","","S42-806",0.26,"A > C",0.461538461538462
"participant11","","S42-806",0.26,"C > A",0.115384615384615
"participant12","N/A","S89-1642-dep",2,"A",0
"participant12","N/A","S89-1642-dep",2,"C",0
"participant12","N/A","S89-1642-dep",2,"A > C",0.5
"participant12","N/A","S89-1642-dep",2,"C > A",0.5
"participant12","N/A","S7-130",2,"A",0.5
"participant12","N/A","S7-130",2,"C",0.5
"participant12","N/A","S7-130",2,"A > C",0
"participant12","N/A","S7-130",2,"C > A",0
"participant12","N/A","S30-805",1.59,"A",0
"participant12","N/A","S30-805",1.59,"C",0
"participant12","N/A","S30-805",1.59,"A > C",0.540880503144654
"participant12","N/A","S30-805",1.59,"C > A",0.459119496855346
"participant12","N/A","S7-130-dep",4,"A",0.25
"participant12","N/A","S7-130-dep",4,"C",0.25
"participant12","N/A","S7-130-dep",4,"A > C",0.25
"participant12","N/A","S7-130-dep",4,"C > A",0.25
"participant12","N/A","S10-203",1,"A",1
"participant12","N/A","S10-203",1,"C",0
"participant12","N/A","S10-203",1,"A > C",0
"participant12","N/A","S10-203",1,"C > A",0
"participant12","N/A","S89-1642",2.73,"A",0.197802197802198
"participant12","N/A","S89-1642",2.73,"C",0.19047619047619
"participant12","N/A","S89-1642",2.73,"A > C",0.289377289377289
"participant12","N/A","S89-1642",2.73,"C > A",0.322344322344322
"participant12","N/A","S32-806",1.78,"A",0
"participant12","N/A","S32-806",1.78,"C",0
"participant12","N/A","S32-806",1.78,"A > C",0.561797752808989
"participant12","N/A","S32-806",1.78,"C > A",0.438202247191011
"participant12","N/A","S57-1007",1.84,"A",0
"participant12","N/A","S57-1007",1.84,"C",0.456521739130435
"participant12","N/A","S57-1007",1.84,"A > C",0.543478260869565
"participant12","N/A","S57-1007",1.84,"C > A",0
"participant12","N/A","S1-121",4,"A",0.25
"participant12","N/A","S1-121",4,"C",0.25
"participant12","N/A","S1-121",4,"A > C",0.25
"participant12","N/A","S1-121",4,"C > A",0.25
"participant12","N/A","S63-1039",0.91,"A",0
"participant12","N/A","S63-1039",0.91,"C",0
"participant12","N/A","S63-1039",0.91,"A > C",0.824175824175824
"participant12","N/A","S63-1039",0.91,"C > A",0.175824175824176
"participant12","N/A","S83-1609",2,"A",0
"participant12","N/A","S83-1609",2,"C",0
"participant12","N/A","S83-1609",2,"A > C",0.5
"participant12","N/A","S83-1609",2,"C > A",0.5
"participant12","N/A","S42-806",2,"A",0
"participant12","N/A","S42-806",2,"C",0
"participant12","N/A","S42-806",2,"A > C",0.5
"participant12","N/A","S42-806",2,"C > A",0.5
"participant12","N/A","S93-1674",2,"A",0
"participant12","N/A","S93-1674",2,"C",0
"participant12","N/A","S93-1674",2,"A > C",0.5
"participant12","N/A","S93-1674",2,"C > A",0.5
"participant12","N/A","S34-806",1.03,"A",0
"participant12","N/A","S34-806",1.03,"C",0
"participant12","N/A","S34-806",1.03,"A > C",0.796116504854369
"participant12","N/A","S34-806",1.03,"C > A",0.203883495145631
"participant12","N/A","S12-203",2,"A",0.5
"participant12","N/A","S12-203",2,"C",0
"participant12","N/A","S12-203",2,"A > C",0
"participant12","N/A","S12-203",2,"C > A",0.5
"participant12","N/A","S55-1006",1.73,"A",0
"participant12","N/A","S55-1006",1.73,"C",0.421965317919075
"participant12","N/A","S55-1006",1.73,"A > C",0.578034682080925
"participant12","N/A","S55-1006",1.73,"C > A",0
"participant12","N/A","S44-806",1.11,"A",0
"participant12","N/A","S44-806",1.11,"C",0
"participant12","N/A","S44-806",1.11,"A > C",0.0990990990990991
"participant12","N/A","S44-806",1.11,"C > A",0.900900900900901
"participant12","N/A","S54-806",0.98,"A",0
"participant12","N/A","S54-806",0.98,"C",0
"participant12","N/A","S54-806",0.98,"A > C",0.897959183673469
"participant12","N/A","S54-806",0.98,"C > A",0.102040816326531
"participant12","N/A","S22-468",3.68,"A",0.271739130434783
"participant12","N/A","S22-468",3.68,"C",0.271739130434783
"participant12","N/A","S22-468",3.68,"A > C",0.220108695652174
"participant12","N/A","S22-468",3.68,"C > A",0.236413043478261
"participant12","N/A","S8-202",2,"A",0.5
"participant12","N/A","S8-202",2,"C",0
"participant12","N/A","S8-202",2,"A > C",0
"participant12","N/A","S8-202",2,"C > A",0.5
"participant12","N/A","S15-443",3.09,"A",0.323624595469256
"participant12","N/A","S15-443",3.09,"C",0.255663430420712
"participant12","N/A","S15-443",3.09,"A > C",0.0970873786407767
"participant12","N/A","S15-443",3.09,"C > A",0.323624595469256
"participant12","N/A","S20-468",3.79,"A",0.263852242744063
"participant12","N/A","S20-468",3.79,"C",0.263852242744063
"participant12","N/A","S20-468",3.79,"A > C",0.20844327176781
"participant12","N/A","S20-468",3.79,"C > A",0.263852242744063
"participant12","N/A","S97-1674",3.49,"A",0.286532951289398
"participant12","N/A","S97-1674",3.49,"C",0.226361031518625
"participant12","N/A","S97-1674",3.49,"A > C",0.200573065902579
"participant12","N/A","S97-1674",3.49,"C > A",0.286532951289398
"participant12","N/A","S30-805-dep",0.78,"A",0
"participant12","N/A","S30-805-dep",0.78,"C",0
"participant12","N/A","S30-805-dep",0.78,"A > C",0.141025641025641
"participant12","N/A","S30-805-dep",0.78,"C > A",0.858974358974359
"participant12","N/A","S59-1007",2.07,"A",0
"participant12","N/A","S59-1007",2.07,"C",0.483091787439614
"participant12","N/A","S59-1007",2.07,"A > C",0.483091787439614
"participant12","N/A","S59-1007",2.07,"C > A",0.033816425120773
"participant13","","S30-805-dep",0.99,"A",0.686868686868687
"participant13","","S30-805-dep",0.99,"C",0
"participant13","","S30-805-dep",0.99,"A > C",0.151515151515152
"participant13","","S30-805-dep",0.99,"C > A",0.161616161616162
"participant13","","S10-203",3,"A",0.333333333333333
"participant13","","S10-203",3,"C",0.16
"participant13","","S10-203",3,"A > C",0.173333333333333
"participant13","","S10-203",3,"C > A",0.333333333333333
"participant13","","S20-468",3.43,"A",0.291545189504373
"participant13","","S20-468",3.43,"C",0.259475218658892
"participant13","","S20-468",3.43,"A > C",0.221574344023324
"participant13","","S20-468",3.43,"C > A",0.227405247813411
"participant13","","S63-1039",1.67,"A",0
"participant13","","S63-1039",1.67,"C",0.317365269461078
"participant13","","S63-1039",1.67,"A > C",0.32934131736527
"participant13","","S63-1039",1.67,"C > A",0.353293413173653
"participant13","","S12-203",2.72,"A",0.367647058823529
"participant13","","S12-203",2.72,"C",0.205882352941176
"participant13","","S12-203",2.72,"A > C",0.224264705882353
"participant13","","S12-203",2.72,"C > A",0.202205882352941
"participant13","","S7-130-dep",4,"A",0.25
"participant13","","S7-130-dep",4,"C",0.25
"participant13","","S7-130-dep",4,"A > C",0.25
"participant13","","S7-130-dep",4,"C > A",0.25
"participant13","","S54-806",1.89,"A",0.121693121693122
"participant13","","S54-806",1.89,"C",0.338624338624339
"participant13","","S54-806",1.89,"A > C",0.46031746031746
"participant13","","S54-806",1.89,"C > A",0.0793650793650794
"participant13","","S57-1007",3.05,"A",0.20327868852459
"participant13","","S57-1007",3.05,"C",0.327868852459016
"participant13","","S57-1007",3.05,"A > C",0.327868852459016
"participant13","","S57-1007",3.05,"C > A",0.140983606557377
"participant13","","S55-1006",2.81,"A",0.202846975088968
"participant13","","S55-1006",2.81,"C",0.355871886120996
"participant13","","S55-1006",2.81,"A > C",0.217081850533808
"participant13","","S55-1006",2.81,"C > A",0.224199288256228
"participant13","","S42-806",2.69,"A",0.185873605947955
"participant13","","S42-806",2.69,"C",0.200743494423792
"participant13","","S42-806",2.69,"A > C",0.297397769516729
"participant13","","S42-806",2.69,"C > A",0.315985130111524
"participant13","","S32-806",2.84,"A",0.21830985915493
"participant13","","S32-806",2.84,"C",0.221830985915493
"participant13","","S32-806",2.84,"A > C",0.288732394366197
"participant13","","S32-806",2.84,"C > A",0.27112676056338
"participant13","","S1-121",4,"A",0.25
"participant13","","S1-121",4,"C",0.25
"participant13","","S1-121",4,"A > C",0.25
"participant13","","S1-121",4,"C > A",0.25
"participant13","","S7-130",4,"A",0.25
"participant13","","S7-130",4,"C",0.25
"participant13","","S7-130",4,"A > C",0.25
"participant13","","S7-130",4,"C > A",0.25
"participant13","","S22-468",3.99,"A",0.25062656641604
"participant13","","S22-468",3.99,"C",0.25062656641604
"participant13","","S22-468",3.99,"A > C",0.25062656641604
"participant13","","S22-468",3.99,"C > A",0.24812030075188
"participant13","","S8-202",2.66,"A",0.37593984962406
"participant13","","S8-202",2.66,"C",0.116541353383459
"participant13","","S8-202",2.66,"A > C",0.285714285714286
"participant13","","S8-202",2.66,"C > A",0.221804511278195
"participant13","","S83-1609",2.98,"A",0.291946308724832
"participant13","","S83-1609",2.98,"C",0.184563758389262
"participant13","","S83-1609",2.98,"A > C",0.228187919463087
"participant13","","S83-1609",2.98,"C > A",0.295302013422819
"participant13","","S15-443",3.82,"A",0.261780104712042
"participant13","","S15-443",3.82,"C",0.214659685863874
"participant13","","S15-443",3.82,"A > C",0.261780104712042
"participant13","","S15-443",3.82,"C > A",0.261780104712042
"participant13","","S30-805",1.63,"A",0.184049079754601
"participant13","","S30-805",1.63,"C",0.104294478527607
"participant13","","S30-805",1.63,"A > C",0.368098159509202
"participant13","","S30-805",1.63,"C > A",0.343558282208589
"participant13","","S44-806",2.35,"A",0.425531914893617
"participant13","","S44-806",2.35,"C",0.0553191489361702
"participant13","","S44-806",2.35,"A > C",0.106382978723404
"participant13","","S44-806",2.35,"C > A",0.412765957446808
"participant13","","S89-1642-dep",4,"A",0.25
"participant13","","S89-1642-dep",4,"C",0.25
"participant13","","S89-1642-dep",4,"A > C",0.25
"participant13","","S89-1642-dep",4,"C > A",0.25
"participant13","","S93-1674",2.91,"A",0.329896907216495
"participant13","","S93-1674",2.91,"C",0.343642611683849
"participant13","","S93-1674",2.91,"A > C",0.164948453608247
"participant13","","S93-1674",2.91,"C > A",0.161512027491409
"participant13","","S59-1007",2.41,"A",0.0954356846473029
"participant13","","S59-1007",2.41,"C",0.398340248962656
"participant13","","S59-1007",2.41,"A > C",0.402489626556017
"participant13","","S59-1007",2.41,"C > A",0.103734439834025
"participant13","","S89-1642",3.59,"A",0.253481894150418
"participant13","","S89-1642",3.59,"C",0.231197771587744
"participant13","","S89-1642",3.59,"A > C",0.259052924791086
"participant13","","S89-1642",3.59,"C > A",0.256267409470752
"participant13","","S97-1674",3.81,"A",0.220472440944882
"participant13","","S97-1674",3.81,"C",0.254593175853018
"participant13","","S97-1674",3.81,"A > C",0.26246719160105
"participant13","","S97-1674",3.81,"C > A",0.26246719160105
"participant13","","S34-806",2.51,"A",0.223107569721116
"participant13","","S34-806",2.51,"C",0.278884462151394
"participant13","","S34-806",2.51,"A > C",0.099601593625498
"participant13","","S34-806",2.51,"C > A",0.398406374501992
"participant14","","S93-1674",4,"A",0.25
"participant14","","S93-1674",4,"C",0.25
"participant14","","S93-1674",4,"A > C",0.25
"participant14","","S93-1674",4,"C > A",0.25
"participant14","","S12-203",2.69,"A",0.371747211895911
"participant14","","S12-203",2.69,"C",0.107806691449814
"participant14","","S12-203",2.69,"A > C",0.148698884758364
"participant14","","S12-203",2.69,"C > A",0.371747211895911
"participant14","","S1-121",4,"A",0.25
"participant14","","S1-121",4,"C",0.25
"participant14","","S1-121",4,"A > C",0.25
"participant14","","S1-121",4,"C > A",0.25
"participant14","","S89-1642-dep",3.38,"A",0.20414201183432
"participant14","","S89-1642-dep",3.38,"C",0.20414201183432
"participant14","","S89-1642-dep",3.38,"A > C",0.29585798816568
"participant14","","S89-1642-dep",3.38,"C > A",0.29585798816568
"participant14","","S22-468",3.97,"A",0.251889168765743
"participant14","","S22-468",3.97,"C",0.244332493702771
"participant14","","S22-468",3.97,"A > C",0.251889168765743
"participant14","","S22-468",3.97,"C > A",0.251889168765743
"participant14","","S15-443",4,"A",0.25
"participant14","","S15-443",4,"C",0.25
"participant14","","S15-443",4,"A > C",0.25
"participant14","","S15-443",4,"C > A",0.25
"participant14","","S55-1006",2.47,"A",0.125506072874494
"participant14","","S55-1006",2.47,"C",0.376518218623482
"participant14","","S55-1006",2.47,"A > C",0.404858299595142
"participant14","","S55-1006",2.47,"C > A",0.0931174089068826
"participant14","","S63-1039",3.85,"A",0.228571428571429
"participant14","","S63-1039",3.85,"C",0.251948051948052
"participant14","","S63-1039",3.85,"A > C",0.25974025974026
"participant14","","S63-1039",3.85,"C > A",0.25974025974026
"participant14","","S8-202",2.88,"A",0.347222222222222
"participant14","","S8-202",2.88,"C",0.00694444444444444
"participant14","","S8-202",2.88,"A > C",0.298611111111111
"participant14","","S8-202",2.88,"C > A",0.347222222222222
"participant14","","S10-203",2.26,"A",0.442477876106195
"participant14","","S10-203",2.26,"C",0.0132743362831858
"participant14","","S10-203",2.26,"A > C",0.101769911504425
"participant14","","S10-203",2.26,"C > A",0.442477876106195
"participant14","","S7-130",4,"A",0.25
"participant14","","S7-130",4,"C",0.25
"participant14","","S7-130",4,"A > C",0.25
"participant14","","S7-130",4,"C > A",0.25
"participant14","","S20-468",4,"A",0.25
"participant14","","S20-468",4,"C",0.25
"participant14","","S20-468",4,"A > C",0.25
"participant14","","S20-468",4,"C > A",0.25
"participant14","","S44-806",2.31,"A",0.337662337662338
"participant14","","S44-806",2.31,"C",0.12987012987013
"participant14","","S44-806",2.31,"A > C",0.0995670995670996
"participant14","","S44-806",2.31,"C > A",0.432900432900433
"participant14","","S32-806",2,"A",0
"participant14","","S32-806",2,"C",0
"participant14","","S32-806",2,"A > C",0.5
"participant14","","S32-806",2,"C > A",0.5
"participant14","","S34-806",1.07,"A",0.0467289719626168
"participant14","","S34-806",1.07,"C",0.0186915887850467
"participant14","","S34-806",1.07,"A > C",0
"participant14","","S34-806",1.07,"C > A",0.934579439252336
"participant14","","S7-130-dep",4,"A",0.25
"participant14","","S7-130-dep",4,"C",0.25
"participant14","","S7-130-dep",4,"A > C",0.25
"participant14","","S7-130-dep",4,"C > A",0.25
"participant14","","S57-1007",2.15,"A",0.013953488372093
"participant14","","S57-1007",2.15,"C",0.446511627906977
"participant14","","S57-1007",2.15,"A > C",0.465116279069767
"participant14","","S57-1007",2.15,"C > A",0.0744186046511628
"participant14","","S42-806",2,"A",0
"participant14","","S42-806",2,"C",0
"participant14","","S42-806",2,"A > C",0.5
"participant14","","S42-806",2,"C > A",0.5
"participant14","","S30-805",2.07,"A",0.0241545893719807
"participant14","","S30-805",2.07,"C",0.00966183574879227
"participant14","","S30-805",2.07,"A > C",0.483091787439614
"participant14","","S30-805",2.07,"C > A",0.483091787439614
"participant14","","S89-1642",4,"A",0.25
"participant14","","S89-1642",4,"C",0.25
"participant14","","S89-1642",4,"A > C",0.25
"participant14","","S89-1642",4,"C > A",0.25
"participant14","","S97-1674",4,"A",0.25
"participant14","","S97-1674",4,"C",0.25
"participant14","","S97-1674",4,"A > C",0.25
"participant14","","S97-1674",4,"C > A",0.25
"participant14","","S30-805-dep",1,"A",0
"participant14","","S30-805-dep",1,"C",0
"participant14","","S30-805-dep",1,"A > C",0
"participant14","","S30-805-dep",1,"C > A",1
"participant14","","S54-806",1.3,"A",0.00769230769230769
"participant14","","S54-806",1.3,"C",0.0923076923076923
"participant14","","S54-806",1.3,"A > C",0.769230769230769
"participant14","","S54-806",1.3,"C > A",0.130769230769231
"participant14","","S83-1609",4,"A",0.25
"participant14","","S83-1609",4,"C",0.25
"participant14","","S83-1609",4,"A > C",0.25
"participant14","","S83-1609",4,"C > A",0.25
"participant14","","S59-1007",2.17,"A",0.0645161290322581
"participant14","","S59-1007",2.17,"C",0.447004608294931
"participant14","","S59-1007",2.17,"A > C",0.460829493087558
"participant14","","S59-1007",2.17,"C > A",0.0276497695852535
"participant15","None","S93-1674",1.95,"A",0.415384615384615
"participant15","None","S93-1674",1.95,"C",0.415384615384615
"participant15","None","S93-1674",1.95,"A > C",0.138461538461538
"participant15","None","S93-1674",1.95,"C > A",0.0307692307692308
"participant15","None","S7-130",3.2,"A",0.29375
"participant15","None","S7-130",3.2,"C",0.296875
"participant15","None","S7-130",3.2,"A > C",0.2125
"participant15","None","S7-130",3.2,"C > A",0.196875
"participant15","None","S83-1609",2.08,"A",0.346153846153846
"participant15","None","S83-1609",2.08,"C",0.355769230769231
"participant15","None","S83-1609",2.08,"A > C",0.149038461538462
"participant15","None","S83-1609",2.08,"C > A",0.149038461538462
"participant15","None","S54-806",1.96,"A",0.36734693877551
"participant15","None","S54-806",1.96,"C",0.397959183673469
"participant15","None","S54-806",1.96,"A > C",0.13265306122449
"participant15","None","S54-806",1.96,"C > A",0.102040816326531
"participant15","None","S7-130-dep",2.1,"A",0.304761904761905
"participant15","None","S7-130-dep",2.1,"C",0.347619047619048
"participant15","None","S7-130-dep",2.1,"A > C",0.176190476190476
"participant15","None","S7-130-dep",2.1,"C > A",0.171428571428571
"participant15","None","S20-468",2.12,"A",0.330188679245283
"participant15","None","S20-468",2.12,"C",0.344339622641509
"participant15","None","S20-468",2.12,"A > C",0.169811320754717
"participant15","None","S20-468",2.12,"C > A",0.155660377358491
"participant15","None","S89-1642",2.11,"A",0.303317535545024
"participant15","None","S89-1642",2.11,"C",0.341232227488152
"participant15","None","S89-1642",2.11,"A > C",0.194312796208531
"participant15","None","S89-1642",2.11,"C > A",0.161137440758294
"participant15","None","S63-1039",2.35,"A",0.348936170212766
"participant15","None","S63-1039",2.35,"C",0.34468085106383
"participant15","None","S63-1039",2.35,"A > C",0.174468085106383
"participant15","None","S63-1039",2.35,"C > A",0.131914893617021
"participant15","None","S42-806",2.72,"A",0.264705882352941
"participant15","None","S42-806",2.72,"C",0.227941176470588
"participant15","None","S42-806",2.72,"A > C",0.268382352941177
"participant15","None","S42-806",2.72,"C > A",0.238970588235294
"participant15","None","S12-203",3.07,"A",0.244299674267101
"participant15","None","S12-203",3.07,"C",0.214983713355049
"participant15","None","S12-203",3.07,"A > C",0.306188925081433
"participant15","None","S12-203",3.07,"C > A",0.234527687296417
"participant15","None","S44-806",3.32,"A",0.268072289156627
"participant15","None","S44-806",3.32,"C",0.256024096385542
"participant15","None","S44-806",3.32,"A > C",0.234939759036145
"participant15","None","S44-806",3.32,"C > A",0.240963855421687
"participant15","None","S10-203",2.91,"A",0.261168384879725
"participant15","None","S10-203",2.91,"C",0.261168384879725
"participant15","None","S10-203",2.91,"A > C",0.22680412371134
"participant15","None","S10-203",2.91,"C > A",0.25085910652921
"participant15","None","S1-121",2.85,"A",0.259649122807018
"participant15","None","S1-121",2.85,"C",0.23859649122807
"participant15","None","S1-121",2.85,"A > C",0.259649122807018
"participant15","None","S1-121",2.85,"C > A",0.242105263157895
"participant15","None","S55-1006",3.38,"A",0.236686390532544
"participant15","None","S55-1006",3.38,"C",0.27810650887574
"participant15","None","S55-1006",3.38,"A > C",0.248520710059172
"participant15","None","S55-1006",3.38,"C > A",0.236686390532544
"participant15","None","S15-443",3.28,"A",0.222560975609756
"participant15","None","S15-443",3.28,"C",0.246951219512195
"participant15","None","S15-443",3.28,"A > C",0.268292682926829
"participant15","None","S15-443",3.28,"C > A",0.262195121951219
"participant15","None","S8-202",3.15,"A",0.244444444444444
"participant15","None","S8-202",3.15,"C",0.257142857142857
"participant15","None","S8-202",3.15,"A > C",0.241269841269841
"participant15","None","S8-202",3.15,"C > A",0.257142857142857
"participant15","None","S22-468",3.36,"A",0.264880952380952
"participant15","None","S22-468",3.36,"C",0.226190476190476
