"participant_id","stimulus_id","utterance","response"
"participant4","S44-806","A",0.97
"participant4","S44-806","A > C",0.03
"participant4","S44-806","C",0.04
"participant4","S44-806","C > A",1
"participant4","S54-806","A",0.2
"participant4","S54-806","A > C",1
"participant4","S54-806","C",0.93
"participant4","S54-806","C > A",0.29
"participant4","S55-1006","A",0.11
"participant4","S55-1006","A > C",0.21
"participant4","S55-1006","C",0.74
"participant4","S55-1006","C > A",0.24
"participant4","S57-1007","A",0.82
"participant4","S57-1007","A > C",0.81
"participant4","S57-1007","C",0.79
"participant4","S57-1007","C > A",0.78
"participant4","S59-1007","A",0.14
"participant4","S59-1007","A > C",1
"participant4","S59-1007","C",0.93
"participant4","S59-1007","C > A",0.21
"participant4","S63-1039","A",0.87
"participant4","S63-1039","A > C",0.97
"participant4","S63-1039","C",0.85
"participant4","S63-1039","C > A",0.97
"participant4","S7-130","A",0.93
"participant4","S7-130","A > C",0.42
"participant4","S7-130","C",0.94
"participant4","S7-130","C > A",0.39
"participant4","S7-130-dep","A",1
"participant4","S7-130-dep","A > C",1
"participant4","S7-130-dep","C",1
"participant4","S7-130-dep","C > A",1
"participant4","S8-202","A",0.88
"participant4","S8-202","A > C",0.67
"participant4","S8-202","C",0.36
"participant4","S8-202","C > A",0.71
"participant4","S83-1609","A",0.82
"participant4","S83-1609","A > C",0.38
"participant4","S83-1609","C",0.76
"participant4","S83-1609","C > A",0.37
"participant4","S89-1642","A",0.62
"participant4","S89-1642","A > C",0.21
"participant4","S89-1642","C",0.73
"participant4","S89-1642","C > A",0.2
"participant4","S89-1642-dep","A",0.99
"participant4","S89-1642-dep","A > C",0.99
"participant4","S89-1642-dep","C",0.99
"participant4","S89-1642-dep","C > A",0.97
"participant4","S93-1674","A",0.43
"participant4","S93-1674","A > C",0.05
"participant4","S93-1674","C",0.77
"participant4","S93-1674","C > A",0.64
"participant4","S97-1674","A",0.79
"participant4","S97-1674","A > C",0.9
"participant4","S97-1674","C",0.71
"participant4","S97-1674","C > A",0.92
"participant40","S1-121","A",0.84
"participant40","S1-121","A > C",0.85
"participant40","S1-121","C",0.82
"participant40","S1-121","C > A",0.9
"participant40","S10-203","A",0.79
"participant40","S10-203","A > C",0.82
"participant40","S10-203","C",0.78
"participant40","S10-203","C > A",0.78
"participant40","S12-203","A",0.79
"participant40","S12-203","A > C",0.76
"participant40","S12-203","C",0.8
"participant40","S12-203","C > A",0.8
"participant40","S15-443","A",0.84
"participant40","S15-443","A > C",0.74
"participant40","S15-443","C",0.73
"participant40","S15-443","C > A",0.74
"participant40","S20-468","A",0.94
"participant40","S20-468","A > C",0.98
"participant40","S20-468","C",0.95
"participant40","S20-468","C > A",0.96
"participant40","S22-468","A",0.79
"participant40","S22-468","A > C",0.8
"participant40","S22-468","C",0.78
"participant40","S22-468","C > A",0.78
"participant40","S30-805","A",0.83
"participant40","S30-805","A > C",0.82
"participant40","S30-805","C",0.75
"participant40","S30-805","C > A",0.81
"participant40","S30-805-dep","A",0.82
"participant40","S30-805-dep","A > C",0.13
"participant40","S30-805-dep","C",0
"participant40","S30-805-dep","C > A",0.18
"participant40","S32-806","A",0.92
"participant40","S32-806","A > C",1
"participant40","S32-806","C",0.93
"participant40","S32-806","C > A",0.92
"participant40","S34-806","A",0.86
"participant40","S34-806","A > C",0.81
"participant40","S34-806","C",0.83
"participant40","S34-806","C > A",0.84
"participant40","S42-806","A",0.32
"participant40","S42-806","A > C",0.33
"participant40","S42-806","C",0.29
"participant40","S42-806","C > A",0.22
"participant40","S44-806","A",1
"participant40","S44-806","A > C",0.88
"participant40","S44-806","C",0.11
"participant40","S44-806","C > A",0.36
"participant40","S54-806","A",0.21
"participant40","S54-806","A > C",0.14
"participant40","S54-806","C",0.16
"participant40","S54-806","C > A",0.22
"participant40","S55-1006","A",0.95
"participant40","S55-1006","A > C",0.68
"participant40","S55-1006","C",0.58
"participant40","S55-1006","C > A",0.61
"participant40","S57-1007","A",0.88
"participant40","S57-1007","A > C",0.81
"participant40","S57-1007","C",0.92
"participant40","S57-1007","C > A",0.79
"participant40","S59-1007","A",0.16
"participant40","S59-1007","A > C",0.37
"participant40","S59-1007","C",0.9
"participant40","S59-1007","C > A",0.38
"participant40","S63-1039","A",0.63
"participant40","S63-1039","A > C",0.75
"participant40","S63-1039","C",0.61
"participant40","S63-1039","C > A",0.43
"participant40","S7-130","A",0.82
"participant40","S7-130","A > C",0.82
"participant40","S7-130","C",0.82
"participant40","S7-130","C > A",0.82
"participant40","S7-130-dep","A",0.24
"participant40","S7-130-dep","A > C",0.26
"participant40","S7-130-dep","C",0.21
"participant40","S7-130-dep","C > A",0.26
"participant40","S8-202","A",0.8
"participant40","S8-202","A > C",0.82
"participant40","S8-202","C",0.79
"participant40","S8-202","C > A",0.86
"participant40","S83-1609","A",0.78
"participant40","S83-1609","A > C",0.71
"participant40","S83-1609","C",0.7
"participant40","S83-1609","C > A",0.74
"participant40","S89-1642","A",0.76
"participant40","S89-1642","A > C",0.72
"participant40","S89-1642","C",0.76
"participant40","S89-1642","C > A",0.66
"participant40","S89-1642-dep","A",0.63
"participant40","S89-1642-dep","A > C",0.59
"participant40","S89-1642-dep","C",0.6
"participant40","S89-1642-dep","C > A",0.63
"participant40","S93-1674","A",0.78
"participant40","S93-1674","A > C",0.77
"participant40","S93-1674","C",0.68
"participant40","S93-1674","C > A",0.76
"participant40","S97-1674","A",0.91
"participant40","S97-1674","A > C",0.84
"participant40","S97-1674","C",0.63
"participant40","S97-1674","C > A",0.84
"participant41","S1-121","A",0.82
"participant41","S1-121","A > C",0.82
"participant41","S1-121","C",0.83
"participant41","S1-121","C > A",0.83
"participant41","S10-203","A",0.89
"participant41","S10-203","A > C",0.76
"participant41","S10-203","C",0.94
"participant41","S10-203","C > A",0.83
"participant41","S12-203","A",1
"participant41","S12-203","A > C",0
"participant41","S12-203","C",0
"participant41","S12-203","C > A",0
"participant41","S15-443","A",0.84
"participant41","S15-443","A > C",0.31
"participant41","S15-443","C",0.74
"participant41","S15-443","C > A",0.3
"participant41","S20-468","A",1
"participant41","S20-468","A > C",0.92
"participant41","S20-468","C",0.93
"participant41","S20-468","C > A",0.79
"participant41","S22-468","A",0.86
"participant41","S22-468","A > C",0.84
"participant41","S22-468","C",0.97
"participant41","S22-468","C > A",0.91
"participant41","S30-805","A",1
"participant41","S30-805","A > C",0
"participant41","S30-805","C",0
"participant41","S30-805","C > A",0
"participant41","S30-805-dep","A",0
"participant41","S30-805-dep","A > C",0.05
"participant41","S30-805-dep","C",0
"participant41","S30-805-dep","C > A",0
"participant41","S32-806","A",0.25
"participant41","S32-806","A > C",0.04
"participant41","S32-806","C",0.71
"participant41","S32-806","C > A",0.08
"participant41","S34-806","A",0.21
"participant41","S34-806","A > C",0.17
"participant41","S34-806","C",0.07
"participant41","S34-806","C > A",0.21
"participant41","S44-806","A",0.88
"participant41","S44-806","A > C",0.02
"participant41","S44-806","C",0
"participant41","S44-806","C > A",0.05
"participant41","S55-1006","A",0.66
"participant41","S55-1006","A > C",0
"participant41","S55-1006","C",0.17
"participant41","S55-1006","C > A",0.09
"participant41","S57-1007","A",0.79
"participant41","S57-1007","A > C",0.81
"participant41","S57-1007","C",0.84
"participant41","S57-1007","C > A",0.72
"participant41","S59-1007","A",0.15
"participant41","S59-1007","A > C",0.23
"participant41","S59-1007","C",0.74
"participant41","S59-1007","C > A",0.15
"participant41","S63-1039","A",0.01
"participant41","S63-1039","A > C",0.04
"participant41","S63-1039","C",0.18
"participant41","S63-1039","C > A",0
"participant41","S7-130","A",0.96
"participant41","S7-130","A > C",0.95
"participant41","S7-130","C",0.95
"participant41","S7-130","C > A",0.82
"participant41","S7-130-dep","A",0.02
"participant41","S7-130-dep","A > C",0.04
"participant41","S7-130-dep","C",0.04
"participant41","S7-130-dep","C > A",0
"participant41","S8-202","A",0.67
"participant41","S8-202","A > C",0
"participant41","S8-202","C",0.21
"participant41","S8-202","C > A",0.01
"participant41","S83-1609","A",0.9
"participant41","S83-1609","A > C",0.78
"participant41","S83-1609","C",0.93
"participant41","S83-1609","C > A",0.81
"participant41","S89-1642","A",1
"participant41","S89-1642","A > C",0.96
"participant41","S89-1642","C",1
"participant41","S89-1642","C > A",1
"participant41","S89-1642-dep","A",0.21
"participant41","S89-1642-dep","A > C",0
"participant41","S89-1642-dep","C",0
"participant41","S89-1642-dep","C > A",0
"participant41","S93-1674","A",0
"participant41","S93-1674","A > C",0
"participant41","S93-1674","C",0
"participant41","S93-1674","C > A",0.03
"participant41","S97-1674","A",0.92
"participant41","S97-1674","A > C",0.17
"participant41","S97-1674","C",0.03
"participant41","S97-1674","C > A",0.02
"participant42","S1-121","A",0.82
"participant42","S1-121","A > C",1
"participant42","S1-121","C",0.77
"participant42","S1-121","C > A",1
"participant42","S10-203","A",0.78
"participant42","S10-203","A > C",0.95
"participant42","S10-203","C",0.83
"participant42","S10-203","C > A",0
"participant42","S12-203","A",0.77
"participant42","S12-203","A > C",0
"participant42","S12-203","C",0.71
"participant42","S12-203","C > A",0
"participant42","S15-443","A",0.7
"participant42","S15-443","A > C",0.17
"participant42","S15-443","C",0.66
"participant42","S15-443","C > A",0.32
"participant42","S20-468","A",0.72
"participant42","S20-468","A > C",0
"participant42","S20-468","C",0.68
"participant42","S20-468","C > A",0
"participant42","S22-468","A",0.74
"participant42","S22-468","A > C",0
"participant42","S22-468","C",0.69
"participant42","S22-468","C > A",0
"participant42","S30-805","A",0.77
"participant42","S30-805","A > C",0
"participant42","S30-805","C",0.71
"participant42","S30-805","C > A",0
"participant42","S30-805-dep","A",0.04
"participant42","S30-805-dep","A > C",0
"participant42","S30-805-dep","C",0
"participant42","S30-805-dep","C > A",1
"participant42","S32-806","A",0.81
"participant42","S32-806","A > C",0.18
"participant42","S32-806","C",0.76
"participant42","S32-806","C > A",0
"participant42","S34-806","A",0.28
"participant42","S34-806","A > C",1
"participant42","S34-806","C",0.21
"participant42","S34-806","C > A",1
"participant42","S42-806","A",0.69
"participant42","S42-806","A > C",1
"participant42","S42-806","C",0.74
"participant42","S42-806","C > A",1
"participant42","S44-806","A",1
"participant42","S44-806","A > C",0.18
"participant42","S44-806","C",0.72
"participant42","S44-806","C > A",1
"participant42","S54-806","A",0.76
"participant42","S54-806","A > C",1
"participant42","S54-806","C",0.88
"participant42","S54-806","C > A",0
"participant42","S55-1006","A",0.72
"participant42","S55-1006","A > C",0
"participant42","S55-1006","C",0.71
"participant42","S55-1006","C > A",0
"participant42","S57-1007","A",0.81
"participant42","S57-1007","A > C",0
"participant42","S57-1007","C",0.85
"participant42","S57-1007","C > A",0
"participant42","S59-1007","A",0
"participant42","S59-1007","A > C",1
"participant42","S59-1007","C",1
"participant42","S59-1007","C > A",0.07
"participant42","S63-1039","A",0.84
"participant42","S63-1039","A > C",1
"participant42","S63-1039","C",0.71
"participant42","S63-1039","C > A",0.92
"participant42","S7-130","A",0.63
"participant42","S7-130","A > C",0
"participant42","S7-130","C",0.71
"participant42","S7-130","C > A",0
"participant42","S7-130-dep","A",1
"participant42","S7-130-dep","A > C",1
"participant42","S7-130-dep","C",1
"participant42","S7-130-dep","C > A",1
"participant42","S8-202","A",0.71
"participant42","S8-202","A > C",1
"participant42","S8-202","C",0.63
"participant42","S8-202","C > A",1
"participant42","S83-1609","A",0.71
"participant42","S83-1609","A > C",0
"participant42","S83-1609","C",0.28
"participant42","S83-1609","C > A",0
"participant42","S89-1642","A",0.63
"participant42","S89-1642","A > C",0
"participant42","S89-1642","C",0.65
"participant42","S89-1642","C > A",0
"participant42","S89-1642-dep","A",1
"participant42","S89-1642-dep","A > C",1
"participant42","S89-1642-dep","C",1
"participant42","S89-1642-dep","C > A",1
"participant42","S93-1674","A",0.77
"participant42","S93-1674","A > C",0
"participant42","S93-1674","C",0.77
"participant42","S93-1674","C > A",1
"participant42","S97-1674","A",0.91
"participant42","S97-1674","A > C",1
"participant42","S97-1674","C",0.94
"participant42","S97-1674","C > A",1
"participant43","S1-121","A",1
"participant43","S1-121","A > C",0.94
"participant43","S1-121","C",0.98
"participant43","S1-121","C > A",0.93
"participant43","S10-203","A",0.71
"participant43","S10-203","A > C",0.17
"participant43","S10-203","C",0.26
"participant43","S10-203","C > A",0.81
"participant43","S12-203","A",0.76
"participant43","S12-203","A > C",0.21
"participant43","S12-203","C",0.27
"participant43","S12-203","C > A",0.79
"participant43","S15-443","A",1
"participant43","S15-443","A > C",0.74
"participant43","S15-443","C",0.77
"participant43","S15-443","C > A",0.97
"participant43","S20-468","A",0.88
"participant43","S20-468","A > C",0.74
"participant43","S20-468","C",0.76
"participant43","S20-468","C > A",0.78
"participant43","S22-468","A",0.89
"participant43","S22-468","A > C",0.27
"participant43","S22-468","C",0.86
"participant43","S22-468","C > A",0.8
"participant43","S30-805","A",0.19
"participant43","S30-805","A > C",0.26
"participant43","S30-805","C",0.17
"participant43","S30-805","C > A",0.23
"participant43","S30-805-dep","A",0.09
"participant43","S30-805-dep","A > C",0.14
"participant43","S30-805-dep","C",0.13
"participant43","S30-805-dep","C > A",0.77
"participant43","S32-806","A",0.25
"participant43","S32-806","A > C",0.7
"participant43","S32-806","C",0.23
"participant43","S32-806","C > A",0.71
"participant43","S34-806","A",0.16
"participant43","S34-806","A > C",0.85
"participant43","S34-806","C",0.21
"participant43","S34-806","C > A",0.7
"participant43","S42-806","A",0.64
"participant43","S42-806","A > C",0.43
"participant43","S42-806","C",0.58
"participant43","S42-806","C > A",0.7
"participant43","S44-806","A",0.24
"participant43","S44-806","A > C",0.2
"participant43","S44-806","C",0.14
"participant43","S44-806","C > A",0.76
"participant43","S54-806","A",0.18
"participant43","S54-806","A > C",0.74
"participant43","S54-806","C",0.14
"participant43","S54-806","C > A",0.76
"participant43","S55-1006","A",0.18
"participant43","S55-1006","A > C",0.79
"participant43","S55-1006","C",0.79
"participant43","S55-1006","C > A",0.25
"participant43","S57-1007","A",0.2
"participant43","S57-1007","A > C",0.18
"participant43","S57-1007","C",0.79
"participant43","S57-1007","C > A",0.18
"participant43","S59-1007","A",0.2
"participant43","S59-1007","A > C",0.7
"participant43","S59-1007","C",0.8
"participant43","S59-1007","C > A",0.22
"participant43","S63-1039","A",0.26
"participant43","S63-1039","A > C",0.74
"participant43","S63-1039","C",0.87
"participant43","S63-1039","C > A",0.33
"participant43","S7-130","A",0.72
"participant43","S7-130","A > C",0.79
"participant43","S7-130","C",0.83
"participant43","S7-130","C > A",0.83
"participant43","S7-130-dep","A",0.79
"participant43","S7-130-dep","A > C",0.75
"participant43","S7-130-dep","C",0.7
"participant43","S7-130-dep","C > A",0.76
"participant43","S8-202","A",0.74
"participant43","S8-202","A > C",0.29
"participant43","S8-202","C",0.28
"participant43","S8-202","C > A",0.78
"participant43","S83-1609","A",0.63
"participant43","S83-1609","A > C",0.73
"participant43","S83-1609","C",0.62
"participant43","S83-1609","C > A",0.67
"participant43","S89-1642","A",0.78
"participant43","S89-1642","A > C",0.76
"participant43","S89-1642","C",0.8
"participant43","S89-1642","C > A",0.79
"participant43","S89-1642-dep","A",0.7
"participant43","S89-1642-dep","A > C",0.69
"participant43","S89-1642-dep","C",0.81
"participant43","S89-1642-dep","C > A",0.72
"participant43","S93-1674","A",0.22
"participant43","S93-1674","A > C",0.7
"participant43","S93-1674","C",0.25
"participant43","S93-1674","C > A",0.72
"participant43","S97-1674","A",0.85
"participant43","S97-1674","A > C",0.72
"participant43","S97-1674","C",0.78
"participant43","S97-1674","C > A",1
"participant44","S1-121","A",1
"participant44","S1-121","A > C",0.45
"participant44","S1-121","C",0.74
"participant44","S1-121","C > A",0
"participant44","S10-203","A",0.84
"participant44","S10-203","A > C",1
"participant44","S10-203","C",0.22
"participant44","S10-203","C > A",0
"participant44","S12-203","A",0.93
"participant44","S12-203","A > C",0
"participant44","S12-203","C",0.57
"participant44","S12-203","C > A",0
"participant44","S15-443","A",0.96
"participant44","S15-443","A > C",0.04
"participant44","S15-443","C",0.84
"participant44","S15-443","C > A",0
"participant44","S20-468","A",0.95
"participant44","S20-468","A > C",1
"participant44","S20-468","C",0.56
"participant44","S20-468","C > A",0
"participant44","S22-468","A",0.89
"participant44","S22-468","A > C",0
"participant44","S22-468","C",0.6
"participant44","S22-468","C > A",0
"participant44","S30-805","A",0.19
"participant44","S30-805","A > C",0
"participant44","S30-805","C",0.75
"participant44","S30-805","C > A",0
"participant44","S30-805-dep","A",0
"participant44","S30-805-dep","A > C",0
"participant44","S30-805-dep","C",0
"participant44","S30-805-dep","C > A",1
"participant44","S32-806","A",0.13
"participant44","S32-806","A > C",0
"participant44","S32-806","C",0.13
"participant44","S32-806","C > A",0
"participant44","S34-806","A",0.05
"participant44","S34-806","A > C",0
"participant44","S34-806","C",0.02
"participant44","S34-806","C > A",1
"participant44","S42-806","A",0.44
"participant44","S42-806","A > C",1
"participant44","S42-806","C",0.41
"participant44","S42-806","C > A",1
"participant44","S44-806","A",0.59
"participant44","S44-806","A > C",0.09
"participant44","S44-806","C",0.05
"participant44","S44-806","C > A",1
"participant44","S54-806","A",0.1
"participant44","S54-806","A > C",1
"participant44","S54-806","C",0.58
"participant44","S54-806","C > A",0.56
"participant44","S59-1007","A",0.09
"participant44","S59-1007","A > C",1
"participant44","S59-1007","C",0.73
"participant44","S59-1007","C > A",0.03
"participant44","S63-1039","A",0.15
"participant44","S63-1039","A > C",1
"participant44","S63-1039","C",0.89
"participant44","S63-1039","C > A",1
"participant44","S7-130","A",0.94
"participant44","S7-130","A > C",0
"participant44","S7-130","C",0.89
"participant44","S7-130","C > A",0
"participant44","S7-130-dep","A",1
"participant44","S7-130-dep","A > C",1
"participant44","S7-130-dep","C",1
"participant44","S7-130-dep","C > A",0
"participant44","S8-202","A",1
"participant44","S8-202","A > C",1
"participant44","S8-202","C",0
"participant44","S8-202","C > A",1
"participant44","S83-1609","A",0.58
"participant44","S83-1609","A > C",0
"participant44","S83-1609","C",0.1
"participant44","S83-1609","C > A",0
"participant44","S89-1642","A",0.94
"participant44","S89-1642","A > C",0
"participant44","S89-1642","C",0.81
"participant44","S89-1642","C > A",0
"participant44","S89-1642-dep","A",0
"participant44","S89-1642-dep","A > C",1
"participant44","S89-1642-dep","C",0
"participant44","S89-1642-dep","C > A",1
"participant44","S93-1674","A",0.43
"participant44","S93-1674","A > C",0
"participant44","S93-1674","C",0.71
"participant44","S93-1674","C > A",0.89
"participant44","S97-1674","A",0
"participant44","S97-1674","A > C",0.1
"participant44","S97-1674","C",0
"participant44","S97-1674","C > A",0.04
"participant45","S1-121","A",1
"participant45","S1-121","A > C",0.65
"participant45","S1-121","C",1
"participant45","S1-121","C > A",0.61
"participant45","S10-203","A",1
"participant45","S10-203","A > C",0.67
"participant45","S10-203","C",1
"participant45","S10-203","C > A",0.64
"participant45","S12-203","A",1
"participant45","S12-203","A > C",0.57
"participant45","S12-203","C",1
"participant45","S12-203","C > A",0.62
"participant45","S15-443","A",1
"participant45","S15-443","A > C",0.42
"participant45","S15-443","C",1
"participant45","S15-443","C > A",0.29
"participant45","S20-468","A",1
"participant45","S20-468","A > C",1
"participant45","S20-468","C",1
"participant45","S20-468","C > A",0
"participant45","S22-468","A",1
"participant45","S22-468","A > C",0.54
"participant45","S22-468","C",1
"participant45","S22-468","C > A",0.53
"participant45","S30-805","A",1
"participant45","S30-805","A > C",0.19
"participant45","S30-805","C",1
"participant45","S30-805","C > A",0.19
"participant45","S30-805-dep","A",1
"participant45","S30-805-dep","A > C",0.7
"participant45","S30-805-dep","C",0.91
"participant45","S30-805-dep","C > A",0.9
"participant45","S32-806","A",1
"participant45","S32-806","A > C",0.42
"participant45","S32-806","C",1
"participant45","S32-806","C > A",0.31
"participant45","S34-806","A",1
"participant45","S34-806","A > C",0
"participant45","S34-806","C",1
"participant45","S34-806","C > A",0.74
"participant45","S42-806","A",1
"participant45","S42-806","A > C",0.65
"participant45","S42-806","C",0.65
"participant45","S42-806","C > A",0.64
"participant45","S44-806","A",1
"participant45","S44-806","A > C",0.83
"participant45","S44-806","C",1
"participant45","S44-806","C > A",0.76
"participant45","S54-806","A",0.58
"participant45","S54-806","A > C",1
"participant45","S54-806","C",1
"participant45","S54-806","C > A",0
"participant45","S55-1006","A",1
"participant45","S55-1006","A > C",0.19
"participant45","S55-1006","C",1
"participant45","S55-1006","C > A",0.24
"participant45","S57-1007","A",1
"participant45","S57-1007","A > C",0
"participant45","S57-1007","C",1
"participant45","S57-1007","C > A",0
"participant45","S59-1007","A",0.73
"participant45","S59-1007","A > C",0.32
"participant45","S59-1007","C",1
"participant45","S59-1007","C > A",0.2
"participant45","S7-130","A",1
"participant45","S7-130","A > C",0.4
"participant45","S7-130","C",1
"participant45","S7-130","C > A",0.43
"participant45","S7-130-dep","A",1
"participant45","S7-130-dep","A > C",0
"participant45","S7-130-dep","C",1
"participant45","S7-130-dep","C > A",0
"participant45","S83-1609","A",1
"participant45","S83-1609","A > C",0
"participant45","S83-1609","C",1
"participant45","S83-1609","C > A",0
"participant45","S89-1642","A",1
"participant45","S89-1642","A > C",0
"participant45","S89-1642","C",1
"participant45","S89-1642","C > A",0
"participant45","S89-1642-dep","A",1
"participant45","S89-1642-dep","A > C",0.34
"participant45","S89-1642-dep","C",1
"participant45","S89-1642-dep","C > A",0.32
"participant45","S93-1674","A",1
"participant45","S93-1674","A > C",0
"participant45","S93-1674","C",1
"participant45","S93-1674","C > A",0
"participant45","S97-1674","A",1
"participant45","S97-1674","A > C",0.7
"participant45","S97-1674","C",1
"participant45","S97-1674","C > A",0.7
"participant46","S1-121","A",1
"participant46","S1-121","A > C",0
"participant46","S1-121","C",1
"participant46","S1-121","C > A",0
"participant46","S10-203","A",1
"participant46","S10-203","A > C",0
"participant46","S10-203","C",0
"participant46","S10-203","C > A",0
"participant46","S12-203","A",1
"participant46","S12-203","A > C",0
"participant46","S12-203","C",0.03
"participant46","S12-203","C > A",0
"participant46","S15-443","A",1
"participant46","S15-443","A > C",0
"participant46","S15-443","C",0
"participant46","S15-443","C > A",0
"participant46","S20-468","A",1
"participant46","S20-468","A > C",0
"participant46","S20-468","C",0.68
"participant46","S20-468","C > A",0
"participant46","S22-468","A",1
"participant46","S22-468","A > C",0.1
"participant46","S22-468","C",1
"participant46","S22-468","C > A",0.03
"participant46","S30-805-dep","A",0
"participant46","S30-805-dep","A > C",0
"participant46","S30-805-dep","C",0
"participant46","S30-805-dep","C > A",0.21
"participant46","S34-806","A",0
"participant46","S34-806","A > C",0
"participant46","S34-806","C",0
"participant46","S34-806","C > A",0.87
"participant46","S42-806","A",0
"participant46","S42-806","A > C",0.02
"participant46","S42-806","C",0
"participant46","S42-806","C > A",0.11
"participant46","S44-806","A",0.84
"participant46","S44-806","A > C",0
"participant46","S44-806","C",0
"participant46","S44-806","C > A",0.67
"participant46","S54-806","A",0
"participant46","S54-806","A > C",0
"participant46","S54-806","C",0
"participant46","S54-806","C > A",0.14
"participant46","S55-1006","A",0
"participant46","S55-1006","A > C",0
"participant46","S55-1006","C",0.52
"participant46","S55-1006","C > A",0
"participant46","S57-1007","A",0
"participant46","S57-1007","A > C",0
"participant46","S57-1007","C",1
"participant46","S57-1007","C > A",0
"participant46","S59-1007","A",0
"participant46","S59-1007","A > C",0.84
"participant46","S59-1007","C",1
"participant46","S59-1007","C > A",0
"participant46","S63-1039","A",0
"participant46","S63-1039","A > C",0
"participant46","S63-1039","C",0.78
"participant46","S63-1039","C > A",0.05
"participant46","S7-130","A",1
"participant46","S7-130","A > C",0
"participant46","S7-130","C",1
"participant46","S7-130","C > A",0
"participant46","S7-130-dep","A",1
"participant46","S7-130-dep","A > C",1
"participant46","S7-130-dep","C",1
"participant46","S7-130-dep","C > A",1
"participant46","S8-202","A",1
"participant46","S8-202","A > C",0.09
"participant46","S8-202","C",0
"participant46","S8-202","C > A",0.83
"participant46","S83-1609","A",1
"participant46","S83-1609","A > C",0
"participant46","S83-1609","C",0.57
"participant46","S83-1609","C > A",0
"participant46","S89-1642","A",0.84
"participant46","S89-1642","A > C",0
"participant46","S89-1642","C",1
"participant46","S89-1642","C > A",0
"participant46","S89-1642-dep","A",0.99
"participant46","S89-1642-dep","A > C",1
"participant46","S89-1642-dep","C",1
"participant46","S89-1642-dep","C > A",1
"participant46","S93-1674","A",1
"participant46","S93-1674","A > C",0
"participant46","S93-1674","C",1
"participant46","S93-1674","C > A",0
"participant46","S97-1674","A",1
"participant46","S97-1674","A > C",1
"participant46","S97-1674","C",1
"participant46","S97-1674","C > A",1
"participant47","S1-121","A",0.67
"participant47","S1-121","A > C",0.87
"participant47","S1-121","C",0.65
"participant47","S1-121","C > A",0.92
"participant47","S10-203","A",0.85
"participant47","S10-203","A > C",1
"participant47","S10-203","C",0.78
"participant47","S10-203","C > A",0.27
"participant47","S12-203","A",0.85
"participant47","S12-203","A > C",0.32
"participant47","S12-203","C",0.62
"participant47","S12-203","C > A",1
"participant47","S15-443","A",0.79
"participant47","S15-443","A > C",0.64
"participant47","S15-443","C",0.61
"participant47","S15-443","C > A",1
"participant47","S20-468","A",0.61
"participant47","S20-468","A > C",0.73
"participant47","S20-468","C",0.58
"participant47","S20-468","C > A",0.95
"participant47","S22-468","A",0.78
"participant47","S22-468","A > C",1
"participant47","S22-468","C",0.91
"participant47","S22-468","C > A",0.8
"participant47","S30-805","A",0.61
"participant47","S30-805","A > C",0.96
"participant47","S30-805","C",0.58
"participant47","S30-805","C > A",0.86
"participant47","S30-805-dep","A",0.33
"participant47","S30-805-dep","A > C",0.31
"participant47","S30-805-dep","C",0.17
"participant47","S30-805-dep","C > A",0.88
"participant47","S32-806","A",0.37
"participant47","S32-806","A > C",0.53
"participant47","S32-806","C",0.43
"participant47","S32-806","C > A",0.66
"participant47","S34-806","A",0.37
"participant47","S34-806","A > C",0.72
"participant47","S34-806","C",0.39
"participant47","S34-806","C > A",0.93
"participant47","S42-806","A",0.42
"participant47","S42-806","A > C",0.59
"participant47","S42-806","C",0.17
"participant47","S42-806","C > A",0.95
"participant47","S44-806","A",0.78
"participant47","S44-806","A > C",0.29
"participant47","S44-806","C",0.33
"participant47","S44-806","C > A",0.99
"participant47","S54-806","A",0.27
"participant47","S54-806","A > C",0.95
"participant47","S54-806","C",0.43
"participant47","S54-806","C > A",0.45
"participant47","S55-1006","A",0.79
"participant47","S55-1006","A > C",0.96
"participant47","S55-1006","C",0.77
"participant47","S55-1006","C > A",0.9
"participant47","S57-1007","A",0.41
"participant47","S57-1007","A > C",1
"participant47","S57-1007","C",0.67
"participant47","S57-1007","C > A",0.35
"participant47","S59-1007","A",0.67
"participant47","S59-1007","A > C",1
"participant47","S59-1007","C",0.7
"participant47","S59-1007","C > A",0.41
"participant47","S63-1039","A",0.66
"participant47","S63-1039","A > C",0.83
"participant47","S63-1039","C",0.68
"participant47","S63-1039","C > A",0.82
"participant47","S7-130","A",0.62
"participant47","S7-130","A > C",0.89
"participant47","S7-130","C",0.58
"participant47","S7-130","C > A",0.84
"participant47","S7-130-dep","A",0.72
"participant47","S7-130-dep","A > C",0.61
"participant47","S7-130-dep","C",0.95
"participant47","S7-130-dep","C > A",0.61
"participant47","S8-202","A",1
"participant47","S8-202","A > C",0.31
"participant47","S8-202","C",0.38
"participant47","S8-202","C > A",1
"participant47","S83-1609","A",0.67
"participant47","S83-1609","A > C",0.99
"participant47","S83-1609","C",0.75
"participant47","S83-1609","C > A",0.93
"participant47","S89-1642","A",0.58
"participant47","S89-1642","A > C",0.83
"participant47","S89-1642","C",0.59
"participant47","S89-1642","C > A",0.84
"participant47","S89-1642-dep","A",0.76
"participant47","S89-1642-dep","A > C",0.43
"participant47","S89-1642-dep","C",0.57
"participant47","S89-1642-dep","C > A",0.63
"participant47","S93-1674","A",0.66
"participant47","S93-1674","A > C",0.81
